id,city.address,city.neighborhood,city.lat,city.lon,google.lat,google.lon,city_google.distance
287,"AVENIDA DEDÉ BRASIL, 1341",ITAPERI,-3.783257,-38.554412,-3.78324865,-38.55439365,1.118848
2872,"AVENIDA LINEU MACHADO, 430",JÓQUEI CLUBE,-3.764006,-38.575853,-3.76401715,-38.5758367,1.096367
2873,"AVENIDA LINEU MACHADO, 430",JÓQUEI CLUBE,-3.763982,-38.575976,-3.76401715,-38.5758367,7.971286
2874,"AVENIDA SEN FERNANDES TAVORA, 325",JÓQUEI CLUBE,-3.765913,-38.575241,-3.76587785,-38.5751691,4.441827
2875,"AVENIDA SEN FERNANDES TAVORA, 430",JÓQUEI CLUBE,-3.766201,-38.574715,-3.76622685,-38.57478835,4.315607
2876,"AVENIDA SEN FERNANDES TAVORA, 99",JÓQUEI CLUBE,-3.767265,-38.573453,-3.76723845,-38.5734048,3.054378
2877,"AVENIDA SEN FERNANDES TAVORA, 106",JÓQUEI CLUBE,-3.767299,-38.57343,-3.76723845,-38.5734048,3.645176
2878,"RUA RIO GRANDE DO SUL, 2190",JÓQUEI CLUBE,-3.767805,-38.572097,-3.76779245,-38.57213105,2.013748
288,"RUA SUECIA, 1395",ITAPERI,-3.786412,-38.554778,-3.78639955,-38.5547668,0.93015
2880,"RUA RIO GRANDE DO SUL, 2038",JÓQUEI CLUBE,-3.765826,-38.571598,-3.7658215,-38.57162055,1.275788
2883,"RUA RIO GRANDE DO SUL, 1908",JÓQUEI CLUBE,-3.764432,-38.571221,-3.7644133,-38.5712488,1.859981
2884,"AVENIDA AUGUSTO DOS ANJOS, 418",JÓQUEI CLUBE,-3.771746,-38.571565,-3.77172715,-38.5715941,1.924723
2885,"RUA PRO GOMES BRASIL, 367",PARANGABA,-3.772229,-38.568972,-3.77256995,-38.5687774,21.814629
2886,"RUA PROFESSOR GOMES BRASIL, 306",PARANGABA,-3.772953,-38.568243,-3.77300305,-38.56815405,5.665173
2888,"RUA ALUISIO AZEVEDO, 371",JÓQUEI CLUBE,-3.771804,-38.576162,-3.7717596,-38.57622405,4.235965
2889,"AVENIDA AMÉRICO BARREIRA, 6180",JÓQUEI CLUBE,-3.765614,-38.567809,-3.7656827,-38.567696,7.340889
2890,"AVENIDA AMÉRICO BARREIRA, 6180",PARANGABA,-3.765683,-38.567696,-3.7656827,-38.567696,0.016679
2891,"AVENIDA CARNEIRO DE MENDONCA, 664",DEMÓCRITO ROCHA,-3.76478,-38.565482,-3.7647607,-38.5654694,1.280632
2892,"AVENIDA CARNEIRO DE MENDONCA, 398",DEMÓCRITO ROCHA,-3.76587,-38.563059,-3.7657762,-38.56322015,10.350053
2893,"AVENIDA CARNEIRO DE MENDONCA, 416",DEMÓCRITO ROCHA,-3.765799,-38.563233,-3.7657762,-38.56322015,1.454328
2894,"AVENIDA CARNEIRO DE MENDONCA, 140",DEMÓCRITO ROCHA,-3.766661,-38.561176,-3.7666416,-38.56117215,1.099535
2895,"AVENIDA CARNEIRO DE MENDONCA, 91",DEMÓCRITO ROCHA,-3.767041,-38.560272,-3.7670299,-38.56026565,0.710601
2896,"AVENIDA JOAO PESSOA, 6411",MONTESE,-3.766072,-38.559327,-3.7660872,-38.5593116,1.201699
2897,"AVENIDA JOAO PESSOA, 6411",MONTESE,-3.766207,-38.559382,-3.7660872,-38.5593116,7.721208
2898,"RUA 15 DE NOVEMBRO, 122",ITAOCA,-3.767921,-38.558743,0.0,0.0,0.0
2899,"AVENIDA JOAO PESSOA, 6497",PARANGABA,-3.770134,-38.561004,-3.77014405,-38.5609681,2.068525
290,"RUA GOV JOAO CARLOS, 855",SERRINHA,-3.782599,-38.553372,-3.7826047,-38.5533576,0.859422
2900,"AVENIDA JOAO PESSOA, 6754",PARANGABA,-3.769233,-38.560634,-3.76914385,-38.56068645,5.747508
2901,"AVENIDA JOAO PESSOA, 7043",PARANGABA,-3.771531,-38.56158,-3.77158955,-38.56157655,3.260853
2909,"RUA ALBERTO MAGNO, 1369",MONTESE,-3.765999,-38.550964,-3.765979,-38.5509848,1.602494
291,"RUA DOR JUSTA ARAUJO   (D45), 697",SERRINHA,-3.781937,-38.55235,-3.7818437,-38.552296,5.990147
2912,"AVENIDA PRO GOMES DE MATOS, 1889",MONTESE,-3.767742,-38.551277,-3.7677234,-38.5513013,1.699046
2913,"AVENIDA JOSE DO PATROCINIO, 1409",MONTESE,-3.765963,-38.546737,-3.76594925,-38.5467532,1.179886
2914,"AVENIDA PRO GOMES DE MATOS, 1499",MONTESE,-3.764877,-38.548831,-3.7648703,-38.5488412,0.677472
2915,"AVENIDA PROF GOMES DE MATOS, 1677",MONTESE,-3.766261,-38.54999,-3.7662653,-38.5499838,0.418882
2916,"RUA ISAIAS BORIS, 538",MONTESE,-3.76756,-38.549788,-3.7675885,-38.549779,1.661332
2917,"RUA SAUDADE, 159",MONTESE,-3.768562,-38.549043,-3.76855195,-38.54903925,0.596227
2919,"RUA EQUADOR, 191",MONTESE,-3.769121,-38.550805,0.0,0.0,0.0
292,"AVENIDA AV. DEDÉ BRASIL, 2333",SERRINHA,-3.78581,-38.551155,-3.78576595,-38.5511786,2.777055
2922,"RUA CESAR ROSSAS, 115",MONTESE,-3.768707,-38.553235,-3.76869295,-38.5532447,0.948562
2923,"RUA ANTONIO FIUZA, 154",MONTESE,-3.770034,-38.552152,-3.7700336,-38.55214025,0.652236
2924,"RUA 15 DE NOVEMBRO, 960",ITAOCA,-3.770411,-38.551784,-3.77044015,-38.5517941,1.714793
2926,"RUA EQUADOR, 371",ITAOCA,-3.771978,-38.551781,-3.77197755,-38.551783,0.11374
2927,"RUA 15 DE NOVEMBRO, 722",MONTESE,-3.769672,-38.553817,-3.7697054,-38.55382935,1.979319
2928,"RUA CESAR ROSSAS, 550",ITAOCA,-3.769353,-38.555415,-3.7693688,-38.5554109,0.90741
293,"AVENIDA DR. SILAS MUNGUBA, 2259",ITAPERI,-3.785809,-38.551494,-3.78583555,-38.551572,4.571984
2930,"RUA ALM RUBIM, 1459",ITAOCA,-3.770284,-38.556431,-3.7702741,-38.5564464,1.016301
2932,"RUA ALM RUBIM, 1445",ITAOCA,-3.771971,-38.557022,-3.7719599,-38.55704695,1.515496
2934,"RUA TEODORICO BARROSO, 790",MONTESE,-3.765652,-38.544885,-3.7656179,-38.54487385,1.994234
2935,"RUA TEODORICO BARROSO, 612",MONTESE,-3.766075,-38.543522,-3.76609325,-38.54352735,1.057173
2936,"RUA RAUL CABRAL, 750",MONTESE,-3.768293,-38.545649,-3.7682771,-38.54564155,0.975847
2937,"RUA TEODORICO BARROSO, 472",MONTESE,-3.76653,-38.542061,-3.7665624,-38.54207005,1.870017
2938,"AVENIDA DOS EXPEDICIONARIOS, 5420",MONTESE,-3.76728,-38.541946,-3.76727205,-38.5419763,1.738103
2939,"AVENIDA EXPEDICIONARIOS, 5468",VILA UNIÃO,-3.767593,-38.54196,-3.76727205,-38.5419763,17.866904
294,"AVENIDA AV. DEDÉ BRASIL, 2670",SERRINHA,-3.786493,-38.549856,-3.7866495,-38.5498043,9.161525
2940,"AVENIDA EXPEDICIONARIOS, 5217",VILA UNIÃO,-3.765957,-38.541456,-3.76595925,-38.54144785,0.469127
2941,"AVENIDA DOS EXPEDICIONARIOS, 5151",MONTESE,-3.764879,-38.541204,-3.7648858,-38.5411809,1.336132
2943,"AVENIDA LUCIANO CARNEIRO, 2235",VILA UNIÃO,-3.767565,-38.537551,-3.76757035,-38.5375159,1.96984
2944,"AVENIDA LUCIANO CARNEIRO, 2123",VILA UNIÃO,-3.766889,-38.537253,-3.76689595,-38.53722975,1.346483
2945,"RUA ALM RUFINO, 772",VILA UNIÃO,-3.766752,-38.536731,-3.7667809,-38.5367421,1.720729
2947,"RUA HELVECIO MONTE, 771",VILA UNIÃO,-3.766058,-38.536587,-3.7660903,-38.53659925,1.92009
2949,"AVENIDA LUCIANO CARNEIRO, 1820",VILA UNIÃO,-3.765192,-38.536732,-3.7652009,-38.53670195,1.738982
295,"AVENIDA BERNARDO MANOEL, 7730",SERRINHA,-3.786357,-38.54764,-3.7863621,-38.5476199,1.150556
2952,"RUA LINEU JUCA, 481",VILA UNIÃO,-3.767946,-38.535699,-3.76796305,-38.53570535,1.011279
2953,"AVENIDA LUCIANO CARNEIRO, 2384",VILA UNIÃO,-3.769081,-38.538005,-3.7690832,-38.5379895,0.868552
2954,"AVENIDA LUCIANO CARNEIRO, 2500",VILA UNIÃO,-3.769992,-38.538196,-3.76999475,-38.53818475,0.642573
2955,"AVENIDA LUCIANO CARNEIRO, 2470",VILA UNIÃO,-3.770638,-38.53848,-3.77064385,-38.53846765,0.758422
2956,"AVENIDA LUCIANO CARNEIRO, 2655",VILA UNIÃO,-3.77165,-38.538706,-3.77165345,-38.5386992,0.423207
2957,"AVENIDA LAURO VIEIRA CHAVES, 1042",AEROPORTO,-3.771713,-38.53571,-3.77171835,-38.5357122,0.321513
2958,"AVENIDA JORGE ACÚRCIO, SN",AEROPORTO,-3.772643,-38.535719,-3.7726603,-38.53572305,0.98773
2960,"AVENIDA LAURO VIEIRA CHAVES, 1538",AEROPORTO,-3.771689,-38.541403,-3.77171585,-38.5414104,1.548213
2961,"AVENIDA EXPEDICIONARIOS, 5677",VILA UNIÃO,-3.76996,-38.542681,-3.76995005,-38.5427138,1.901881
2962,"AVENIDA LAURO VIEIRA CHAVES, 1731",VILA UNIÃO,-3.770988,-38.543004,-3.77099995,-38.5429675,2.131124
2963,"AVENIDA DOS EXPEDICIONARIOS, 5612",MONTESE,-3.769163,-38.542513,-3.7691664,-38.5424889,1.350298
2964,"RUA RAUL CABRAL, 580",MONTESE,-3.769239,-38.543748,-3.7692224,-38.5437448,0.939837
2965,"RUA SAUDADE, 415",MONTESE,-3.769302,-38.546121,-3.76928355,-38.54610905,1.221359
2966,"AVENIDA OLIVEIRA PAIVA, 233",CIDADE DOS FUNCIONÁRIOS,-3.798532,-38.503074,-3.7986187,-38.50301135,5.942608
2968,"RUA DOM MARCOS TEIXEIRA, 236",CAJAZEIRAS,-3.799445,-38.507633,-3.7994133,-38.507645,1.883973
297,"AVENIDA BERNARDO MANOEL, 7410",SERRINHA,-3.783717,-38.546849,-3.7837278,-38.546823,1.562374
2970,"RUA PDE PAULINO, 330",CAJAZEIRAS,-3.798061,-38.50886,-3.79818755,-38.50913115,16.606304
2971,"RUA TIBURCIO PEREIRA, 340",CAJAZEIRAS,-3.796759,-38.508576,-3.7967448,-38.50854485,1.899862
2972,"RUA MARGARIDA DE QUEIROZ, 406",CAJAZEIRAS,-3.796947,-38.510508,-3.79699605,-38.51065655,8.680371
2973,"AVENIDA LAURO VIEIRA CHAVES, 225",AEROPORTO,-3.773533,-38.529733,-3.77331965,-38.5295423,15.894186
2974,"RUA GONCALO SOUTO, 201",VILA UNIÃO,-3.768801,-38.53079,-3.76867795,-38.53078175,6.856561
2975,"RUA GONCALO SOUTO, 415",VILA UNIÃO,-3.768687,-38.530745,-3.76867795,-38.53078175,2.099958
2977,"RUA ALM RUFINO, 170",VILA UNIÃO,-3.768678,-38.531768,-3.7687052,-38.53178045,1.662516
2980,"RUA LAURO VIEIRA CHAVES, SN",AEROPORTO,-3.772166,-38.534816,-3.77216545,-38.534819,0.169217
2981,"AVENIDA LAURO VIEIRA CHAVES, 840",AEROPORTO,-3.771961,-38.534458,-3.77216545,-38.534819,23.028143
2982,"AVENIDA LAURO VIEIRA CHAVES, 811",AEROPORTO,-3.772279,-38.533247,-3.77225565,-38.53324345,1.313054
2985,"RUA HELVECIO MONTE, 410",VILA UNIÃO,-3.767406,-38.533076,-3.76739025,-38.53306945,0.948063
2986,"RUA HELVECIO MONTE, 590",VILA UNIÃO,-3.766704,-38.534894,-3.76673095,-38.53490415,1.600667
2987,"RUA JORGE ACURCIO, 664",VILA UNIÃO,-3.765915,-38.532034,-3.7659069,-38.5320557,1.285334
2988,"RUA 13 DE ABRIL, 650",VILA UNIÃO,-3.764516,-38.530947,-3.7645077,-38.53094475,0.478043
2989,"RUA 13 DE ABRIL, 274",VILA UNIÃO,-3.764599,-38.530741,-3.7645077,-38.53094475,12.390976
2990,"RUA 13 DE ABRIL, 170",VILA UNIÃO,-3.765016,-38.529809,-3.7650502,-38.52982295,2.052897
2992,"RUA GONCALO SOUTO, 207",VILA UNIÃO,-3.76723,-38.530167,-3.76721705,-38.53019875,1.902874
2993,"RUA GONCALO SOUTO, 167",VILA UNIÃO,-3.767065,-38.530101,-3.76721705,-38.53019875,10.043466
2994,"RUA TEN BARBOSA    (D46), 400",ALTO DA BALANÇA,-3.766692,-38.511689,-3.76669455,-38.51171735,1.57916
2997,"RUA TEN BARBOSA    (D46), 341",ALTO DA BALANÇA,-3.765751,-38.511856,-3.7657537,-38.5118811,1.400551
2998,"RUA CAP ARAGAO, 600",ALTO DA BALANÇA,-3.764806,-38.51249,-3.7648377,-38.51228245,11.648454
2999,"RUA CAP ARAGAO, 670",ALTO DA BALANÇA,-3.764781,-38.512382,-3.7648377,-38.51228245,6.359136
3,"AVENIDA RAD JOSE LIMA VERDE, 590",BARRA DO CEARÁ,-3.697854,-38.58693,-3.69784155,-38.5869751,2.5962
30,"AVENIDA PRESIDENTE CASTELO BRANCO, 5818",BARRA DO CEARÁ,-3.702494,-38.582524,-3.7024625,-38.5825066,1.999769
300,"AVENIDA DEDÉ BRASIL, 2939",ITAPERI,-3.7878,-38.547557,-3.78782935,-38.54760435,3.092369
3000,"RUA CAP ARAGAO, 882",ALTO DA BALANÇA,-3.764362,-38.510287,-3.7644669,-38.51047255,11.831214
3001,"RUA CAP ARAGAO, 882",ALTO DA BALANÇA,-3.764383,-38.510391,-3.7644669,-38.51047255,6.498234
3007,"AVENIDA DOR RAUL BARBOSA, 5482",ALTO DA BALANÇA,-3.76744,-38.509412,-3.76743655,-38.5094156,0.27691
301,"AVENIDA DEDE BRASIL, 2919",SERRINHA,-3.787686,-38.547596,-3.78782935,-38.54760435,7.983347
3010,"RUA TEN JAIME ANDRADE, 371",AEROLÂNDIA,-3.77117,-38.513455,-3.7711632,-38.51345615,0.383408
3013,"RUA ASP MENDES, 1070",AEROLÂNDIA,-3.771869,-38.513648,-3.7718661,-38.51362765,1.140413
3014,"AVENIDA DOR RAUL BARBOSA, 6620",AEROLÂNDIA,-3.772304,-38.512194,-3.7722932,-38.512007,10.391562
3017,"AVENIDA DOR RAUL BARBOSA, 5970",AEROLÂNDIA,-3.769703,-38.510506,-3.7697077,-38.5104898,0.935948
3018,"AVENIDA MURILO BORGES, SN",SALINAS,-3.767585,-38.497413,-3.76760305,-38.49742145,1.107627
302,"AVENIDA BERNARDO MANOEL, 7963",ITAPERI,-3.789163,-38.548438,-3.7889631,-38.54835975,11.931627
3020,"RUA DOR THOMPSON BULCAO, 853",ENGENHEIRO LUCIANO CAVALCANTE,-3.767949,-38.496645,-3.76797775,-38.4966617,1.847516
3022,"AVENIDA ROGACIANO LEITE, 2001",ENGENHEIRO LUCIANO CAVALCANTE,-3.768095,-38.497071,-3.7680921,-38.4970773,0.384904
3023,"AVENIDA ROGACIANO LEITE, 1140",SALINAS,-3.768503,-38.49737,-3.76850415,-38.4973602,0.547424
3024,"AVENIDA ROGACIANO LEITE, 986",SALINAS,-3.765323,-38.495873,-3.7653118,-38.4958839,0.867993
3025,"AVENIDA ROGACIANO LEITE, 970",GUARARAPES,-3.765427,-38.495804,-3.7653118,-38.4958839,7.789107
3026,"RUA DOURALICE COSTA, 650",ENGENHEIRO LUCIANO CAVALCANTE,-3.769796,-38.496613,-3.7698355,-38.49661305,2.196102
3027,"AVENIDA ROGACIANO LEITE, 1815",ENGENHEIRO LUCIANO CAVALCANTE,-3.770754,-38.498025,-3.7710848,-38.4980654,18.527703
3028,"AVENIDA ROGACIANO LEITE, 2027",ENGENHEIRO LUCIANO CAVALCANTE,-3.772557,-38.498595,0.0,0.0,0.0
3029,"AVENIDA ROGACIANO LEITE, 2120",SALINAS,-3.772982,-38.498845,-3.7731311,-38.49875865,9.574207
303,"AVENIDA BERNARDO MANOEL, 7940",ITAPERI,-3.78874,-38.548438,-3.78859335,-38.5484331,8.157898
3030,"RUA J CJ SANTA LUZIA, 99",ENGENHEIRO LUCIANO CAVALCANTE,-3.770342,-38.494944,-3.77032,-38.4948935,3.056962
3032,"RUA DOR THOMPSON BULCAO, 703",ENGENHEIRO LUCIANO CAVALCANTE,-3.7687,-38.494961,-3.7686679,-38.49494675,1.951934
3034,"RUA THAMPON BULCÃO, 584",ENGENHEIRO LUCIANO CAVALCANTE,-3.769465,-38.493239,-3.76943625,-38.4932259,1.755886
3035,"RUA DORALICE COSTA, 280",ENGENHEIRO LUCIANO CAVALCANTE,-3.77092,-38.493233,-3.77084005,-38.4933333,7.121812
3036,"RUA REV BOLIVAR P BANDEIRA, 119",ENGENHEIRO LUCIANO CAVALCANTE,-3.771104,-38.492431,-3.77109255,-38.4924496,1.21244
3037,"RUA LEON GRADVOHL, 697",JARDIM CEARENSE,-3.800211,-38.567711,-3.80021885,-38.56769225,1.128013
3038,"RUA LEON GRADVOHL, 697",JARDIM CEARENSE,-3.80017,-38.567691,-3.80021885,-38.56769225,2.716821
3039,"RUA VIDAL DE NEGREIROS, 437",JARDIM CEARENSE,-3.800056,-38.565231,-3.80009115,-38.5653298,5.818929
3040,"RUA VIDAL DE NEGREIROS, 412",JARDIM CEARENSE,-3.800115,-38.565312,-3.80009115,-38.5653298,1.653285
3041,"RUA 1 CAMPO DOS INGLESES, 71",JARDIM CEARENSE,-3.801177,-38.56571,-3.80116075,-38.56568455,1.676168
3042,"RUA 1 CAMPO DOS INGLESES, 52",JARDIM CEARENSE,-3.801109,-38.565757,-3.80116075,-38.56568455,4.94286
3043,"RUA 1 CAMPO DOS INGLESES, 300",JARDIM CEARENSE,-3.802896,-38.564511,-3.8027617,-38.56456385,8.021719
3044,"RUA 1 CAMPO DOS INGLESES, 211",JARDIM CEARENSE,-3.80278,-38.564593,-3.8027617,-38.56456385,1.910543
3045,"RUA 10 CAMPO DOS INGLESES, 270",JARDIM CEARENSE,-3.8003,-38.563828,-3.8003142,-38.56372355,5.847922
3046,"RUA 10 CAMPO DOS INGLESES, 272",JARDIM CEARENSE,-3.800282,-38.563734,-3.8003142,-38.56372355,1.881761
3047,"RUA 5 CAMPO DOS INGLESES, 156",JARDIM CEARENSE,-3.801463,-38.563063,-3.8014511,-38.5630476,1.080549
3048,"RUA 5 CAMPO DOS INGLESES, 175",JARDIM CEARENSE,-3.80153,-38.563015,-3.8014511,-38.5630476,4.744812
3049,"RUA CEL JAIME ROLEMBERG, 334",JARDIM CEARENSE,-3.803318,-38.563273,-3.8032911,-38.56323945,2.387625
3050,"RUA CEL JAIME ROLEMBERG, 431",JARDIM CEARENSE,-3.803293,-38.563238,-3.8032911,-38.56323945,0.132775
3051,"AVENIDA HOLANDA, 1648",DENDÊ,-3.802271,-38.560177,-3.8022808,-38.5602121,2.021969
3052,"AVENIDA HOLANDA, 1574",DENDÊ,-3.802407,-38.56013,-3.8022808,-38.5602121,8.365009
3053,"AVENIDA HOLANDA, 1670",MONDUBIM,-3.803299,-38.559747,-3.8033093,-38.55976425,1.115202
3054,"RUA ANTONIO DIVINO, 101",MONDUBIM,-3.803947,-38.559913,-3.8039317,-38.55992105,0.960738
3055,"RUA ANTONIO DIVINO, 108",MONDUBIM,-3.80424,-38.560368,-3.8042563,-38.5603606,0.994882
3056,"RUA BENJAMIM BRASIL, 1273",MONDUBIM,-3.805816,-38.563838,-3.80584015,-38.5638466,1.424919
3057,"RUA ANTONIO DIVINO, 285",MONDUBIM,-3.805247,-38.561955,-3.80525785,-38.56195985,0.660514
306,"RUA LEAO TREZE, 509",SERRINHA,-3.783629,-38.546015,-3.78364105,-38.5460188,0.702334
3060,"RUA BENJAMIM BRASIL, 714",JARDIM CEARENSE,-3.804679,-38.567322,-3.8046482,-38.56731035,1.830301
3061,"RUA 26 BATALHAO, 123",MONDUBIM,-3.805631,-38.567967,-3.80606685,-38.56807695,24.988012
3062,"AVENIDA BERNARDO MANOEL, 9970",DENDÊ,-3.80504,-38.553423,-3.80523315,-38.55332795,11.963359
3063,"AVENIDA BERNARDO MANOEL, 9966",PARQUE DOIS IRMÃOS,-3.805079,-38.553311,-3.80523315,-38.55332795,8.621777
3066,"RUA ÁLVARES CABRAL, 9287",DENDÊ,-3.801122,-38.552118,-3.8010512,-38.5520802,4.460012
3067,"AVENIDA BERNARDO MANOEL, 9000",DENDÊ,-3.801251,-38.552281,-3.8010512,-38.5520802,15.731575
307,"RUA LEAO TREZE, 386",SERRINHA,-3.783988,-38.544953,-3.7840045,-38.54495935,0.982671
3070,"RUA 136 CJ TUPAN MIRIM, 489",PARQUE DOIS IRMÃOS,-3.801434,-38.549667,-3.80141185,-38.54968765,1.681923
3074,"RUA 136, S/N",PARQUE DOIS IRMÃOS,-3.800023,-38.548107,-3.80003505,-38.54809615,0.900624
3077,"RUA H LOT EXPEDICIONÁRIOS, 357",PARQUE DOIS IRMÃOS,-3.803272,-38.546553,-3.80333875,-38.5465381,3.802068
309,"RUA FRE ALEMAO, 192",SERRINHA,-3.784776,-38.543745,-3.78477955,-38.543742,0.258174
3091,"AVENIDA BERNARDO MANOEL, 10151",PARQUE DOIS IRMÃOS,-3.807068,-38.55389,-3.8073151,-38.55420455,22.208657
3092,"AVENIDA BERNARDO MANOEL, 10141",DENDÊ,-3.807394,-38.554128,-3.8073151,-38.55420455,6.10542
3096,"RUA 122 CJ TUPAN MIRIM, 130",PARQUE DOIS IRMÃOS,-3.800507,-38.544685,-3.8004769,-38.544694,1.746375
3097,"RUA 122 CJ TUPAN MIRIM, 21",PASSARÉ,-3.800218,-38.543486,-3.80020325,-38.54348785,0.82646
3098,"RUA 112 CJ TUPAN MIRIM, 151",PARQUE DOIS IRMÃOS,-3.80183,-38.545982,-3.80186445,-38.5459887,1.951063
3099,"RUA 107 CJ TUPAN MIRIM, 281",PARQUE DOIS IRMÃOS,-3.802023,-38.546246,-3.80186445,-38.5459887,16.776281
31,"AVENIDA FRANCISCO SA, 7785",BARRA DO CEARÁ,-3.705231,-38.587929,-3.70521355,-38.58792015,1.08735
3100,"RUA 107 CJ TUPAN MIRIM, 230",PARQUE DOIS IRMÃOS,-3.802473,-38.546355,-3.80247715,-38.5463313,1.334851
3101,"AVENIDA HEROIS DO ACRE, 1130",PASSARÉ,-3.80315,-38.538626,-3.8031788,-38.53846035,9.327896
3102,"RUA PRO ODILIO FILHO, 104",PASSARÉ,-3.802233,-38.535957,-3.8022647,-38.5359582,1.763696
3103,"RUA PRO ODILIO FILHO, 239",PASSARÉ,-3.802263,-38.536801,-3.80229825,-38.5367996,1.961349
3104,"RUA ARMANDO LOUZADA, 238",PASSARÉ,-3.801387,-38.537385,-3.80147505,-38.53742715,5.425132
3105,"RUA ARMANDO LOUZADA, 239",PASSARÉ,-3.80148,-38.537406,-3.80147505,-38.53742715,1.205143
3107,"RUA DES OTACILIO PEIXOTO, 681",PASSARÉ,-3.800147,-38.536977,-3.8001383,-38.5369769,0.48373
3108,"RUA DES OTACILIO PEIXOTO, 655",PASSARÉ,-3.800224,-38.535299,0.0,0.0,0.0
311,"RUA MAD ELISA BALDA, 289",SERRINHA,-3.786104,-38.543298,-3.7862179,-38.5429256,21.608058
3110,"AVENIDA PALESTINA    (D68), 1225",PASSARÉ,-3.805954,-38.536373,-3.805878,-38.53651245,8.814719
3112,"RUA SABIAS, 251",PASSARÉ,-3.805565,-38.53859,-3.8054331,-38.53853875,7.865146
3113,"RUA SABIAS, 251",PASSARÉ,-3.805454,-38.538546,-3.8054331,-38.53853875,1.229623
3114,"RUA SABIAS, 505",PASSARÉ,-3.806723,-38.539011,-3.80673105,-38.53897815,1.876502
3115,"RUA SABIAS, 486",PASSARÉ,-3.806805,-38.539037,-3.80673105,-38.53897815,5.249961
3116,"RUA MANDACARUS,(D68), 438",PASSARÉ,-3.807844,-38.538276,-3.80782205,-38.53827355,1.227909
3117,"RUA MANDACARUS,(D68), 438",PASSARÉ,-3.807891,-38.538135,-3.80782205,-38.53827355,8.588961
3119,"RUA OITICICAS, 659",PASSARÉ,-3.808703,-38.536933,-3.8088282,-38.53698025,7.437966
312,"RUA EDUARDO MOTA, 380",SERRINHA,-3.786229,-38.54293,-3.7862179,-38.5429256,0.663652
3122,"RUA PRUDENTE BRASIL, 146",PASSARÉ,-3.803987,-38.532489,-3.803849,-38.53248065,7.68642
3123,"RUA PRUDENTE BRASIL, 150",PASSARÉ,-3.803858,-38.532445,-3.803849,-38.53248065,2.040002
3124,"RUA DES OTACILIO PEIXOTO, 370",PASSARÉ,-3.800273,-38.534004,-3.80026095,-38.5340035,0.670523
3125,"RUA DES OTACILIO PEIXOTO, 310",PASSARÉ,-3.800285,-38.533729,-3.80027045,-38.5337296,0.809628
3127,"AVENIDA SILAS MUNGUBA, 3044",PASSARÉ,-3.802485,-38.529022,-3.80262445,-38.5289631,8.41347
3128,"AVENIDA DEDÉ BRASIL, 5697",PASSARÉ,-3.802641,-38.528978,-3.80262445,-38.5289631,1.236886
313,"RUA PARAGUAÇU, 1356",SERRINHA,-3.786122,-38.539304,-3.7861239,-38.5392889,0.844324
3130,"AVENIDA HEROIS DO ACRE, 152A",PASSARÉ,-3.80308,-38.530387,-3.8031026,-38.53039035,1.270172
3131,"AVENIDA HEROIS DO ACRE, 172",PASSARÉ,-3.80308,-38.53133,-3.8030893,-38.53133015,0.517123
3132,"AVENIDA SILAS MUNGUBA, 5900",PASSARÉ,-3.805395,-38.526599,-3.805388,-38.52659075,0.600768
3133,"AVENIDA DEDE BRASIL, S/N",PASSARÉ,-3.804996,-38.526834,-3.8050063,-38.5268372,0.599538
3134,"AVENIDA JUSCELINO KUBITSCHECK, 3300",PASSARÉ,-3.808591,-38.525874,-3.80852885,-38.5260868,12.300324
3135,"AVENIDA JUSCELINO KUBITSCHECK, 3300",PASSARÉ,-3.808549,-38.526056,-3.80852885,-38.5260868,2.043142
3136,"AVENIDA PRUDENTE BRASIL, 535",PASSARÉ,-3.807695,-38.533764,-3.807698,-38.5337657,0.191608
314,"RUA BRUNO VALENTE, 526",SERRINHA,-3.786212,-38.53857,-3.78621355,-38.53855605,0.778675
3144,"AVENIDA ALBERTO CRAVEIRO, 2511",BOA VISTA / CASTELÃO,-3.80276,-38.521092,-3.8027676,-38.52108055,0.762893
3145,"AVENIDA ALBERTO CRAVEIRO, 2634",BOA VISTA / CASTELÃO,-3.802498,-38.521112,-3.8027676,-38.52108055,15.090273
3146,"AVENIDA ALBERTO CRAVEIRO, 2333",BOA VISTA / CASTELÃO,-3.800675,-38.519741,-3.80068185,-38.5197375,0.427482
3147,"AVENIDA ALBERTO CRAVEIRO, 2300",BOA VISTA / CASTELÃO,-3.800424,-38.519332,-3.80044075,-38.5193014,1.936204
3148,"RUA ADELIA FEIJO, 120",BOA VISTA / CASTELÃO,-3.803283,-38.519279,-3.80322385,-38.5193163,3.88542
315,"RUA BRUNO VALENTE, 475",SERRINHA,-3.786019,-38.538507,-3.78621355,-38.53855605,11.15351
3150,"RUA ADELIA FEIJO, 470",BOA VISTA / CASTELÃO,-3.805145,-38.516992,-3.8051249,-38.516978,1.360886
3151,"RUA ADELIA FEIJO, 455",BOA VISTA / CASTELÃO,-3.805019,-38.517147,-3.8051249,-38.516978,11.070742
3152,"RUA JOSÉ DA FRANÇA CABRAL, 647",BOA VISTA / CASTELÃO,-3.806603,-38.518003,-3.80660705,-38.51799785,0.363763
3153,"RUA JOSÉ DA FRANÇA CABRAL, 574",BOA VISTA / CASTELÃO,-3.806509,-38.517929,-3.80660705,-38.51799785,6.656211
